image_id,age_group,age,person_id
81\nm0005381_rm270640128_1972-11-6_2013,3,41,nm0005381
10\nm0005110_rm2097121536_1978-2-7_2009,1,31,nm0005110
94\nm0992694_rm2448339200_1974-4-15_1999,0,25,nm0992694
18\nm0001618_rm3741948672_1974-10-28_2005,1,31,nm0001618
55\nm0661755_rm3465059072_1975-7-31_2003,1,28,nm0661755
92\nm0005392_rm2376069888_1976-3-23_2013,2,37,nm0005392
77\nm0614877_rm3876231936_1981-8-24_2005,0,24,nm0614877
68\nm0000168_rm2762441984_1948-12-21_2010,7,62,nm0000168
24\nm0002124_rm2544358144_1967-6-29_2013,4,46,nm0002124
32\nm1634832_rm2734292736_1981-10-30_2014,2,33,nm1634832
05\nm0001605_rm485136640_1972-1-11_2005,2,33,nm0001605
66\nm0100866_rm1014670848_1970-3-3_2009,3,39,nm0100866
21\nm0004821_rm705141248_1963-8-30_2002,3,39,nm0004821
04\nm0567204_rm386112256_1965-1-30_2000,2,35,nm0567204
62\nm0936762_rm2327099904_1942-1-27_2002,6,60,nm0936762
45\nm4129745_rm561425664_1988-4-13_2012,0,24,nm4129745
28\nm0000128_rm2144457728_1964-4-7_2014,5,50,nm0000128
75\nm0010075_rm1417857280_1978-3-1_2005,1,27,nm0010075
14\nm0000114_rm3059912192_1957-12-13_2009,5,52,nm0000114
23\nm1676223_rm2751590912_1977-12-1_2015,3,38,nm1676223
34\nm1913734_rm2014098176_1985-4-17_2011,1,26,nm1913734
76\nm0829576_rm1022997760_1990-4-9_2012,0,22,nm0829576
67\nm0005067_rm1162518528_1974-11-12_2009,2,35,nm0005067
38\nm0068338_rm3270619392_1980-7-18_2012,2,32,nm0068338
22\nm0001222_rm3067910144_1964-11-11_2002,3,38,nm0001222
48\nm1157048_rm280342784_1980-9-29_2007,1,27,nm1157048
98\nm0000498_rm937149952_1970-1-24_2013,3,43,nm0000498
91\nm1028991_rm3328744192_1977-9-24_2005,1,28,nm1028991
00\nm0001500_rm1130743808_1912-3-22_1972,6,60,nm0001500
87\nm1406387_rm2453183232_1966-11-19_2005,3,39,nm1406387
06\nm0000606_rm1141474304_1948-7-30_1998,5,50,nm0000606
51\nm0005351_rm540449280_1976-10-23_2007,1,31,nm0005351
85\nm0607185_rm2356578560_1979-4-12_2009,1,30,nm0607185
91\nm0661791_rm2492172288_1963-8-23_2009,4,46,nm0661791
34\nm1289434_rm3277030656_1983-2-23_2011,1,28,nm1289434
30\nm2851530_rm452713216_1986-2-6_2013,1,27,nm2851530
51\nm0004051_rm4195286016_1946-6-1_2015,8,69,nm0004051
56\nm2160056_rm3468592896_1980-12-28_2005,0,25,nm2160056
29\nm0005429_rm3387267840_1974-9-19_1999,0,25,nm0005429
83\nm0000983_rm2500762368_1947-7-22_1999,5,52,nm0000983
48\nm0951148_rm1266742528_1985-5-10_2015,1,30,nm0951148
73\nm0676973_rm2127989248_1953-2-21_2000,4,47,nm0676973
25\nm0000325_rm2576976640_1956-1-7_2002,4,46,nm0000325
68\nm0283568_rm4207196416_1960-11-13_2009,4,49,nm0283568
50\nm0429250_rm3815032832_1934-3-31_1970,2,36,nm0429250
53\nm0350453_rm3150228224_1980-12-19_2012,2,32,nm0350453
52\nm0004852_rm2339620864_1947-9-6_1996,4,49,nm0004852
61\nm1981261_rm844809472_1977-8-24_2014,2,37,nm1981261
79\nm0000179_rm3235351808_1972-12-29_2004,2,32,nm0000179
82\nm0000982_rm2205453824_1968-2-12_2009,3,41,nm0000982
03\nm0004903_rm3606878208_1957-11-15_2000,3,43,nm0004903
68\nm0654468_rm2357238528_1973-12-7_2004,1,31,nm0654468
44\nm0517844_rm4224358400_1979-9-18_2002,0,23,nm0517844
93\nm0938893_rm1452515328_1961-9-2_2013,5,52,nm0938893
61\nm0252961_rm3947003904_1972-9-6_2010,3,38,nm0252961
43\nm0000243_rm265918720_1954-12-28_2003,4,49,nm0000243
32\nm0492932_rm3302017280_1980-2-11_2010,1,30,nm0492932
21\nm0647921_rm4095249920_1930-10-8_1982,5,52,nm0647921
59\nm0001259_rm2717553920_1972-4-3_2008,2,36,nm0001259
86\nm1950086_rm3953558784_1983-8-4_2011,1,28,nm1950086
74\nm0001774_rm763795712_1965-11-30_2001,2,36,nm0001774
60\nm0000260_rm2031917568_1956-8-20_2005,4,49,nm0000260
36\nm0363736_rm1112511488_1969-7-10_2004,2,35,nm0363736
04\nm0870204_rm2921895424_1972-12-15_2008,2,36,nm0870204
99\nm0001499_rm1721284864_1985-2-7_2005,0,20,nm0001499
70\nm0842770_rm2152703744_1960-11-5_2013,5,53,nm0842770
61\nm0005261_rm2277742848_1977-11-10_2001,0,24,nm0005261
07\nm0823507_rm2135406592_1971-4-18_2009,3,38,nm0823507
41\nm1248541_rm348560128_1974-11-15_2006,2,32,nm1248541
73\nm0507073_rm1217434624_1971-2-11_2007,2,36,nm0507073
62\nm0000662_rm3925839616_1966-12-21_2001,2,35,nm0000662
56\nm0773056_rm10468096_1988-8-16_2010,0,22,nm0773056
65\nm0374865_rm723645952_1980-12-9_2007,1,27,nm0374865
73\nm0000673_rm319980032_1964-12-4_2010,4,46,nm0000673
99\nm0000099_rm1366749952_1968-4-8_2015,4,47,nm0000099
69\nm0006969_rm1363798528_1974-2-10_2015,3,41,nm0006969
59\nm0711559_rm2759235072_1984-1-15_2008,0,24,nm0711559
18\nm0000518_rm1596431104_1953-12-9_2004,5,51,nm0000518
12\nm0914612_rm1123794688_1990-4-15_2011,0,21,nm0914612
49\nm1616349_rm1433387264_1979-9-15_2014,2,35,nm1616349
41\nm0946441_rm3531512320_1961-5-30_2006,4,45,nm0946441
31\nm1372231_rm3560675840_1974-10-2_2004,1,30,nm1372231
61\nm0000161_rm1226028800_1966-9-2_2012,4,46,nm0000161
78\nm0000378_rm3414332928_1970-1-31_2007,2,37,nm0000378
32\nm1256532_rm3207629056_1977-9-20_2009,2,32,nm1256532
72\nm1760272_rm2130675968_1980-2-9_2009,1,29,nm1760272
79\nm0000079_rm1409123072_1940-9-5_2010,8,70,nm0000079
20\nm0748620_rm3732001536_1969-4-6_2013,4,44,nm0748620
43\nm0836343_rm2884928768_1978-5-16_2011,2,33,nm0836343
95\nm0000995_rm1774098432_1932-12-7_2000,8,68,nm0000995
73\nm0001073_rm672652288_1964-6-15_1994,1,30,nm0001073
92\nm0001392_rm3245444608_1961-10-31_2009,4,48,nm0001392
63\nm0566363_rm3910959616_1973-10-1_2008,2,35,nm0566363
19\nm0005519_rm1096915712_1980-1-30_2006,1,26,nm0005519
83\nm0811583_rm284730368_1966-3-1_2013,4,47,nm0811583
83\nm0811583_rm3841448704_1966-3-1_2013,4,47,nm0811583
57\nm0486057_rm2145175808_1936-3-8_1977,3,41,nm0486057
32\nm0721332_rm845777408_1967-11-5_2001,2,34,nm0721332
89\nm0159789_rm3865346048_1981-4-19_2010,1,29,nm0159789
15\nm0000115_rm2391703808_1964-1-7_1988,0,24,nm0000115
99\nm2242399_rm728625408_1979-1-6_2014,2,35,nm2242399
66\nm1140666_rm1850719744_1981-8-27_2011,1,30,nm1140666
98\nm0000498_rm283613184_1970-1-24_2007,2,37,nm0000498
82\nm0888882_rm1925025280_1984-9-22_2009,0,25,nm0888882
05\nm0549505_rm1572643072_1963-9-27_2013,5,50,nm0549505
73\nm1132273_rm2955786752_1970-11-4_2010,3,40,nm1132273
69\nm0236269_rm2826672640_1969-5-17_2006,2,37,nm0236269
83\nm0001083_rm3542001664_1965-4-16_2003,3,38,nm0001083
60\nm0000160_rm1271514368_1970-11-6_2013,3,43,nm0000160
86\nm0275486_rm1816898560_1970-5-18_2013,3,43,nm0275486
06\nm0571106_rm2202188544_1947-10-17_1984,2,37,nm0571106
75\nm0731075_rm4245085184_1991-2-10_2011,0,20,nm0731075
66\nm0216466_rm70581248_1958-5-23_2015,6,57,nm0216466
89\nm0000289_rm2856292096_1954-4-16_2009,5,55,nm0000289
25\nm0001125_rm2642447616_1967-2-19_2007,3,40,nm0001125
49\nm0241049_rm3509224448_1972-11-14_2004,2,32,nm0241049
26\nm0000126_rm3549797120_1955-1-18_2005,5,50,nm0000126
99\nm0000599_rm2709887232_1954-11-19_1997,3,43,nm0000599
43\nm0240043_rm2292547584_1975-3-22_2010,2,35,nm0240043
82\nm0011882_rm3391795200_1969-4-29_2012,3,43,nm0011882
28\nm0514228_rm2091504128_1986-8-8_2013,1,27,nm0514228
53\nm0683253_rm2424412928_1979-1-27_2007,1,28,nm0683253
83\nm0532683_rm1411164928_1972-1-22_2011,3,39,nm0532683
11\nm0180411_rm1650167040_1982-8-7_2010,1,28,nm0180411
21\nm0935921_rm2818699520_1964-7-20_2015,5,51,nm0935921
26\nm0001326_rm3220019968_1978-7-21_2001,0,23,nm0001326
09\nm0702809_rm1869847040_1978-6-10_2006,1,28,nm0702809
97\nm1261997_rm3993813248_1977-1-29_2013,2,36,nm1261997
26\nm0000226_rm2441980160_1968-9-25_2012,4,44,nm0000226
33\nm0161133_rm4290610432_1973-2-11_2010,2,37,nm0161133
93\nm0005493_rm113868800_1981-1-31_2011,1,30,nm0005493
67\nm1861467_rm2726019840_1980-8-10_2014,2,34,nm1861467
27\nm1663927_rm295148288_1976-1-20_2003,1,27,nm1663927
58\nm0623658_rm730385920_1926-1-20_1965,3,39,nm0623658
67\nm0000867_rm3541735424_1969-1-14_2007,3,38,nm0000867
81\nm1191481_rm4014469376_1977-1-17_2015,3,38,nm1191481
25\nm0056725_rm4144863232_1963-6-17_2004,3,41,nm0056725
17\nm0000417_rm2512161024_1964-4-20_2009,4,45,nm0000417
48\nm0000648_rm925142528_1962-7-31_1991,1,29,nm0000648
44\nm0829644_rm1961068800_1941-8-3_2009,8,68,nm0829644
98\nm0000498_rm1160812544_1970-1-24_2002,2,32,nm0000498
94\nm3094994_rm1511652608_1992-5-19_2015,0,23,nm3094994
15\nm0000215_rm69966336_1946-10-4_1998,5,52,nm0000215
02\nm0000702_rm4089026816_1976-3-22_1999,0,23,nm0000702
45\nm0283945_rm1759099392_1976-10-20_2011,2,35,nm0283945
61\nm0000261_rm3654522624_1951-10-5_2008,6,57,nm0000261
82\nm0989182_rm936557056_1988-11-26_2011,0,23,nm0989182
67\nm0677167_rm3267926016_1969-11-2_2001,2,32,nm0677167
38\nm0947338_rm1588059648_1989-3-11_2013,0,24,nm0947338
93\nm0000293_rm3970531328_1959-4-17_2001,3,42,nm0000293
64\nm0001364_rm2955524608_1942-10-26_1990,4,48,nm0001364
60\nm1330560_rm1466991616_1984-9-3_2010,1,26,nm1330560
91\nm0001191_rm1017878272_1966-9-9_2008,3,42,nm0001191
75\nm1502475_rm3874069248_1979-1-29_2007,1,28,nm1502475
07\nm0993507_rm1539625472_1986-6-13_2013,1,27,nm0993507
19\nm0185819_rm3787692032_1968-3-2_2002,2,34,nm0185819
35\nm0000335_rm1699387904_1947-3-19_2004,6,57,nm0000335
35\nm0695435_rm4049139712_1979-6-21_2014,2,35,nm0695435
85\nm0005085_rm211269632_1970-5-25_1996,1,26,nm0005085
05\nm0186505_rm902415872_1956-3-7_2014,6,58,nm0186505
41\nm0821041_rm203139840_1919-1-13_1963,4,44,nm0821041
48\nm1194748_rm1538838272_1989-1-1_2014,0,25,nm1194748
50\nm0004950_rm4032793344_1972-4-17_2009,2,37,nm0004950
47\nm0147147_rm414034688_1983-5-5_2013,1,30,nm0147147
72\nm1382072_rm2050267136_1955-10-3_2003,4,48,nm1382072
73\nm0176073_rm2333644800_1927-5-22_2002,9,75,nm0176073
01\nm0001401_rm106935040_1975-6-4_2011,2,36,nm0001401
42\nm1868342_rm234718464_1982-11-11_2011,1,29,nm1868342
26\nm0005226_rm989316608_1968-8-15_2014,4,46,nm0005226
00\nm0606700_rm974621440_1969-1-28_2003,2,34,nm0606700
93\nm0000093_rm760191744_1963-12-18_2002,3,39,nm0000093
96\nm2957696_rm3674716928_1985-7-5_2011,1,26,nm2957696
24\nm0000424_rm807573504_1960-9-9_2001,3,41,nm0000424
97\nm0005497_rm91331072_1978-3-23_1998,0,20,nm0005497
17\nm0001617_rm2218773504_1962-2-17_1987,0,25,nm0001617
16\nm0912916_rm2499254272_1965-11-4_2002,2,37,nm0912916
50\nm0000450_rm736855296_1967-7-23_2005,3,38,nm0000450
89\nm0093589_rm415729920_1977-10-11_2009,2,32,nm0093589
06\nm0000106_rm762564096_1975-2-22_2014,3,39,nm0000106
81\nm1813481_rm1158541824_1980-9-19_2015,2,35,nm1813481
03\nm0672103_rm163032832_1962-3-5_2000,3,38,nm0672103
16\nm0376716_rm3741693440_1975-5-3_2007,2,32,nm0376716
47\nm0452347_rm1342213888_1962-11-1_2010,4,48,nm0452347
62\nm0150362_rm1534189312_1970-7-11_2005,2,35,nm0150362
61\nm0532461_rm3168263936_1972-9-6_2013,3,41,nm0532461
22\nm0204322_rm2125175040_1964-7-11_2006,3,42,nm0204322
60\nm0000560_rm1182701824_1941-2-8_2003,7,62,nm0000560
85\nm0000685_rm952145920_1938-12-29_2003,7,65,nm0000685
04\nm0930304_rm310024704_1981-7-28_2005,0,24,nm0930304
02\nm0005502_rm840414208_1985-10-11_2007,0,22,nm0005502
70\nm0842770_rm2513799680_1960-11-5_2008,4,48,nm0842770
87\nm0000487_rm1489607424_1954-10-23_2005,5,51,nm0000487
73\nm1889973_rm4144815872_1971-2-27_2008,2,37,nm1889973
31\nm0000631_rm939767552_1937-11-30_2012,9,75,nm0000631
63\nm0000163_rm2731261696_1937-8-8_1969,2,32,nm0000163
17\nm0003817_rm799256832_1957-12-10_2012,5,55,nm0003817
73\nm0001073_rm4008500480_1964-6-15_1994,1,30,nm0001073
74\nm0000574_rm1849530368_1966-6-17_2002,2,36,nm0000574
45\nm0005045_rm2536216832_1978-6-11_2008,1,30,nm0005045
63\nm0659363_rm1319689472_1989-8-21_2012,0,23,nm0659363
09\nm0000409_rm3088748032_1968-12-3_1996,1,28,nm0000409
48\nm1200748_rm1514452992_1979-5-30_2006,1,27,nm1200748
64\nm0570364_rm3013523712_1971-11-20_2009,3,38,nm0570364
65\nm0000165_rm1378720512_1954-3-1_2005,5,51,nm0000165
18\nm0949918_rm900306944_1945-11-12_2006,6,61,nm0949918
77\nm0692677_rm3476470016_1991-10-18_2011,0,20,nm0692677
67\nm0000867_rm2141102592_1969-1-14_2013,4,44,nm0000867
55\nm0629855_rm2624756480_1971-7-1_2000,1,29,nm0629855
46\nm0004846_rm1142331904_1974-3-17_2003,1,29,nm0004846
55\nm1269155_rm2607054848_1978-5-2_2010,2,32,nm1269155
53\nm0005253_rm3207438592_1982-7-24_2007,0,25,nm0005253
50\nm0310850_rm721849344_1974-9-4_2003,1,29,nm0310850
06\nm0916406_rm2013176320_1980-7-19_2012,2,32,nm0916406
40\nm0365140_rm3555840512_1976-9-6_2013,2,37,nm0365140
09\nm2250609_rm1565888256_1951-2-10_2010,6,59,nm2250609
79\nm0069079_rm2974602240_1985-10-28_2010,0,25,nm0069079
38\nm0001538_rm81243904_1972-11-15_2012,3,40,nm0001538
04\nm0000604_rm4261187328_1965-5-24_2010,4,45,nm0000604
15\nm1297015_rm3495472384_1988-11-6_2013,0,25,nm1297015
27\nm0477127_rm2821511680_1976-11-28_2008,2,32,nm0477127
29\nm0000729_rm3977564672_1975-8-12_2013,3,38,nm0000729
98\nm1872698_rm3622407680_1986-4-30_2009,0,23,nm1872698
47\nm0001347_rm18520064_1948-2-5_1995,4,47,nm0001347
47\nm1417647_rm1408480768_1977-10-26_2007,1,30,nm1417647
70\nm1258970_rm3681455872_1975-6-4_2010,2,35,nm1258970
13\nm1567113_rm1171698944_1977-3-24_2012,2,35,nm1567113
90\nm0001290_rm3924146944_1957-5-5_2009,5,52,nm0001290
12\nm0733812_rm3208681728_1971-12-5_2006,2,35,nm0733812
73\nm0001073_rm1522644736_1964-6-15_2009,4,45,nm0001073
57\nm0001557_rm2933964032_1958-10-20_2011,5,53,nm0001557
62\nm1175262_rm4094139136_1982-2-17_2005,0,23,nm1175262
38\nm0001038_rm1792260608_1971-9-15_2009,3,38,nm0001038
09\nm0279209_rm1973199360_1969-12-29_2007,3,38,nm0279209
65\nm0374865_rm2419689728_1980-12-9_2007,1,27,nm0374865
08\nm3216408_rm1561850624_1986-4-2_2010,0,24,nm3216408
83\nm2793783_rm4031182080_1970-5-20_2015,4,45,nm2793783
76\nm1422176_rm797101056_1981-6-8_2007,1,26,nm1422176
54\nm0005154_rm4002074112_1968-12-2_2012,4,44,nm0005154
58\nm0000658_rm2200997376_1949-6-22_1996,4,47,nm0000658
17\nm1493817_rm3327624704_1988-12-6_2010,0,22,nm1493817
93\nm0000093_rm106732032_1963-12-18_2007,4,44,nm0000093
62\nm0787462_rm708104192_1950-7-20_1983,2,33,nm0787462
70\nm1779870_rm3957170688_1982-8-7_2013,1,31,nm1779870
64\nm0001264_rm4280335616_1977-4-14_2011,2,34,nm0001264
83\nm0025483_rm4047288832_1985-3-15_2007,0,22,nm0025483
39\nm0000439_rm3910895872_1973-6-15_2005,2,32,nm0000439
71\nm0005571_rm1073978112_1961-4-5_2000,3,39,nm0005571
48\nm0000148_rm4248669696_1942-7-13_1997,5,55,nm0000148
83\nm1951583_rm2343210240_1982-5-6_2005,0,23,nm1951583
70\nm0000670_rm158517248_1961-5-31_1995,2,34,nm0000670
21\nm0451321_rm3428186624_1965-11-2_2014,4,49,nm0451321
01\nm0000401_rm3689998848_1961-7-30_2013,5,52,nm0000401
43\nm0861943_rm55091200_1928-12-1_1968,3,40,nm0861943
21\nm0001721_rm3799109888_1974-11-18_2013,3,39,nm0001721
69\nm0290969_rm2721156608_1973-9-4_1997,0,24,nm0290969
37\nm3418737_rm2070718720_1985-8-3_2008,0,23,nm3418737
27\nm0001327_rm443844608_1952-7-17_2006,5,54,nm0001327
16\nm0358316_rm534619648_1971-3-10_2007,2,36,nm0358316
73\nm0000673_rm2403241472_1964-12-4_1995,1,31,nm0000673
12\nm2794212_rm2441141248_1989-4-11_2013,0,24,nm2794212
63\nm0749263_rm3619327744_1967-11-22_2010,3,43,nm0749263
34\nm0925234_rm475831040_1970-6-28_2003,2,33,nm0925234
42\nm0922342_rm2955390976_1978-6-10_2002,0,24,nm0922342
17\nm0082517_rm3064636160_1960-5-20_2010,5,50,nm0082517
14\nm0005214_rm2088147456_1968-1-28_2005,2,37,nm0005214
23\nm0175123_rm2238225152_1958-3-27_1998,3,40,nm0175123
83\nm0005383_rm968596224_1968-1-21_2004,2,36,nm0005383
26\nm0000226_rm232769792_1968-9-25_1990,0,22,nm0000226
80\nm0000380_rm2685439488_1931-1-5_1992,6,61,nm0000380
20\nm0001520_rm2240269312_1955-2-15_2014,6,59,nm0001520
62\nm0000162_rm3986524160_1969-5-25_2009,3,40,nm0000162
29\nm0000729_rm1511755264_1975-8-12_2000,0,25,nm0000729
15\nm0005115_rm1856018432_1965-12-17_2001,2,36,nm0005115
10\nm0333410_rm3851652352_1978-7-12_2004,1,26,nm0333410
80\nm0846480_rm1111800576_1950-9-27_1995,4,45,nm0846480
41\nm0005441_rm1914355200_1977-8-8_2011,2,34,nm0005441
82\nm0000182_rm1765579520_1969-7-24_2007,3,38,nm0000182
26\nm3747326_rm2854007296_1982-12-8_2011,1,29,nm3747326
54\nm0005454_rm3880491520_1975-9-1_2003,1,28,nm0005454
36\nm0000136_rm460364288_1963-6-9_2007,4,44,nm0000136
39\nm0666739_rm865719296_1979-8-27_2014,2,35,nm0666739
30\nm0000630_rm584637952_1967-10-4_2013,4,46,nm0000630
97\nm0000197_rm154258432_1937-4-22_1992,5,55,nm0000197
77\nm0000677_rm3509553408_1972-6-19_2008,2,36,nm0000677
06\nm2114006_rm2896079360_1963-11-25_2008,4,45,nm2114006
09\nm0454809_rm587565568_1979-4-23_2009,1,30,nm0454809
56\nm0000056_rm998952448_1925-1-26_1966,3,41,nm0000056
70\nm0000170_rm132087808_1975-12-17_2010,2,35,nm0000170
08\nm0924508_rm2132401152_1922-1-17_1993,8,71,nm0924508
60\nm0000560_rm3827535360_1941-2-8_1992,5,51,nm0000560
99\nm0527099_rm2943922688_1952-12-14_1984,2,32,nm0527099
87\nm0330687_rm1096736256_1981-2-17_2013,2,32,nm0330687
17\nm0005017_rm2966853632_1978-12-18_2008,1,30,nm0005017
59\nm1985859_rm1707395584_1989-10-14_2013,0,24,nm1985859
80\nm0000380_rm2578159872_1931-1-5_2002,8,71,nm0000380
58\nm0006958_rm45136384_1982-5-31_2003,0,21,nm0006958
91\nm0001191_rm3692141056_1966-9-9_2007,3,41,nm0001191
11\nm0237711_rm2171714816_1980-10-1_2005,0,25,nm0237711
38\nm0068338_rm1304678656_1980-7-18_2012,2,32,nm0068338
73\nm2098473_rm2724446464_1993-1-9_2014,0,21,nm2098473
00\nm0004800_rm3641678336_1976-8-9_2001,0,25,nm0004800
40\nm1555340_rm1650885888_1982-12-29_2009,1,27,nm1555340
50\nm0016850_rm4040866048_1965-1-3_2010,4,45,nm0016850
06\nm0000506_rm3707028992_1961-1-13_2014,5,53,nm0000506
70\nm0045870_rm1212449280_1951-5-24_2008,6,57,nm0045870
39\nm0000639_rm1535373312_1962-6-13_1985,0,23,nm0000639
99\nm0005099_rm2286521088_1973-6-1_2009,2,36,nm0005099
72\nm0005372_rm1322228480_1964-9-18_2007,3,43,nm0005372
49\nm0582149_rm3068371200_1974-8-11_2012,3,38,nm0582149
30\nm0000330_rm1986238720_1944-2-13_1996,5,52,nm0000330
90\nm0000190_rm951237120_1969-11-4_2011,3,42,nm0000190
67\nm0001567_rm293700608_1965-7-3_2000,2,35,nm0001567
57\nm0000157_rm4235755776_1956-9-26_1991,2,35,nm0000157
81\nm0215281_rm3785994240_1987-12-28_2011,0,24,nm0215281
34\nm1062634_rm3721826560_1972-4-5_2005,2,33,nm1062634
16\nm0363816_rm325294592_1969-10-28_2006,2,37,nm0363816
53\nm2138653_rm1062253312_1986-1-5_2011,0,25,nm2138653
40\nm0933940_rm2051194112_1973-7-3_2011,3,38,nm0933940
34\nm1289434_rm1449692672_1983-2-23_2009,1,26,nm1289434
97\nm0644897_rm1954253568_1971-7-20_2005,2,34,nm0644897
49\nm0001349_rm1096325376_1979-2-21_2004,0,25,nm0001349
39\nm0524839_rm1305778944_1977-9-11_2006,1,29,nm0524839
61\nm0727961_rm1010284544_1970-10-2_2003,2,33,nm0727961
89\nm0000289_rm627147520_1954-4-16_2010,6,56,nm0000289
26\nm0000226_rm3365241344_1968-9-25_2010,3,42,nm0000226
53\nm1347153_rm2933955328_1969-9-14_2007,3,38,nm1347153
01\nm1012501_rm3252485632_1972-10-26_2014,3,42,nm1012501
43\nm3772243_rm3081740544_1984-12-16_2013,1,29,nm3772243
36\nm0461136_rm2238232320_1985-3-26_2012,1,27,nm0461136
97\nm0355097_rm1826130688_1961-7-14_2009,4,48,nm0355097
89\nm0366389_rm3614084352_1979-7-6_2004,0,25,nm0366389
90\nm0000190_rm3647969792_1969-11-4_2001,2,32,nm0000190
77\nm0000677_rm1807332864_1972-6-19_2008,2,36,nm0000677
46\nm0663546_rm1395313920_1988-10-30_2010,0,22,nm0663546
59\nm2047859_rm4174432512_1981-3-29_2010,1,29,nm2047859
05\nm0001605_rm4173510400_1972-1-11_2012,3,40,nm0001605
11\nm0000511_rm169973760_1934-4-24_2002,8,68,nm0000511
68\nm0000168_rm1738709248_1948-12-21_1996,4,48,nm0000168
33\nm0001233_rm3241843200_1941-7-13_2006,7,65,nm0001233
53\nm0601553_rm1528666112_1984-4-10_2006,0,22,nm0601553
64\nm0001264_rm1371114496_1977-4-14_2004,1,27,nm0001264
55\nm0000255_rm1123790336_1972-8-15_2012,3,40,nm0000255
64\nm0001264_rm4005137408_1977-4-14_2004,1,27,nm0001264
15\nm0059215_rm2848299776_1986-1-24_2008,0,22,nm0059215
48\nm0001448_rm2147789056_1949-4-20_2012,7,63,nm0001448
79\nm0278979_rm125340928_1974-3-7_2009,2,35,nm0278979
39\nm0000739_rm1610594304_1950-1-16_1982,2,32,nm0000739
23\nm0000123_rm181383936_1961-5-6_2011,5,50,nm0000123
85\nm0879085_rm2652866560_1978-12-30_2010,2,32,nm0879085
02\nm0000702_rm350353152_1976-3-22_2015,3,39,nm0000702
98\nm0000098_rm785157120_1969-2-11_2010,3,41,nm0000098
81\nm0781981_rm1815465216_1980-1-18_2014,2,34,nm0781981
91\nm0919991_rm567971328_1977-4-26_2001,0,24,nm0919991
46\nm0742146_rm4089027328_1972-7-11_2003,1,31,nm0742146
15\nm1297015_rm3171086848_1988-11-6_2015,1,27,nm1297015
77\nm0700577_rm2389423872_1977-12-30_2011,2,34,nm0700577
40\nm0711840_rm4275025664_1969-3-28_2012,3,43,nm0711840
28\nm0005128_rm3193089024_1968-3-29_2009,3,41,nm0005128
19\nm0868219_rm1767883520_1964-10-9_2014,5,50,nm0868219
62\nm1015262_rm1709408768_1986-4-9_2007,0,21,nm1015262
79\nm0123379_rm3646265344_1970-5-23_2002,2,32,nm0123379
50\nm0149950_rm3251682048_1976-8-27_2011,2,35,nm0149950
17\nm0005517_rm990690816_1972-10-29_2011,3,39,nm0005517
75\nm0000675_rm2960623872_1963-6-10_2009,4,46,nm0000675
13\nm1442113_rm319915520_1973-5-27_2006,2,33,nm1442113
12\nm0000112_rm4127955712_1953-5-16_2002,4,49,nm0000112
06\nm0000206_rm3273692672_1964-9-2_2008,4,44,nm0000206
38\nm0000538_rm1874297088_1953-5-30_2004,5,51,nm0000538
88\nm0001288_rm75218944_1955-2-21_2014,6,59,nm0001288
78\nm1204778_rm2513500160_1984-2-14_2013,1,29,nm1204778
18\nm3206118_rm601794816_1986-4-28_2009,0,23,nm3206118
97\nm0000197_rm2047905280_1937-4-22_1990,5,53,nm0000197
99\nm0268199_rm1118615552_1976-5-31_2003,1,27,nm0268199
92\nm0005092_rm2066651648_1933-11-19_2005,8,72,nm0005092
59\nm0001159_rm3279002112_1941-1-14_1999,6,58,nm0001159
05\nm0001205_rm752732416_1924-3-24_1977,5,53,nm0001205
84\nm0001084_rm1641650432_1969-6-15_2005,2,36,nm0001084
63\nm0005063_rm1583266560_1948-5-19_1985,2,37,nm0005063
92\nm0047392_rm52153856_1951-5-5_2014,7,63,nm0047392
14\nm0000114_rm2546253056_1957-12-13_2010,5,53,nm0000114
85\nm0000385_rm1374220288_1944-8-9_2010,7,66,nm0000385
36\nm2142336_rm3961300992_1989-5-29_2012,0,23,nm2142336
98\nm0000598_rm1918356480_1954-4-9_2004,5,50,nm0000598
97\nm1046097_rm2770579456_1978-11-17_2009,1,31,nm1046097
97\nm0136797_rm2119091968_1962-8-16_2014,5,52,nm0136797
05\nm0192505_rm250461184_1985-11-30_2011,1,26,nm0192505
46\nm0718646_rm118157824_1977-10-19_2015,3,38,nm0718646
58\nm0000658_rm3871313408_1949-6-22_2009,6,60,nm0000658
26\nm0000226_rm1006801920_1968-9-25_2008,3,40,nm0000226
79\nm0272479_rm1750567936_1975-10-22_2009,2,34,nm0272479
63\nm0005263_rm3604083968_1967-6-7_2015,4,48,nm0005263
61\nm0593961_rm409701888_1976-8-9_2009,2,33,nm0593961
10\nm0333410_rm216447744_1978-7-12_2011,2,33,nm0333410
00\nm0321800_rm4025351680_1982-11-22_2005,0,23,nm0321800
96\nm0515296_rm1452057856_1967-6-5_2013,4,46,nm0515296
47\nm2796047_rm2855258880_1978-12-18_2011,2,33,nm2796047
05\nm1138805_rm2387144704_1989-7-22_2010,0,21,nm1138805
06\nm0267506_rm1600097024_1976-11-29_2009,2,33,nm0267506
85\nm0607185_rm2351532544_1979-4-12_2004,0,25,nm0607185
85\nm0103785_rm2750388480_1975-4-6_2006,1,31,nm0103785
91\nm2482391_rm1809249792_1989-5-8_2015,1,26,nm2482391
77\nm1009277_rm1451660288_1975-1-2_2007,2,32,nm1009277
